id,url_legal,license,excerpt,target,standard_error
c57b50918,,,"It was believed by the principal men of Virginia that Talbot's sympathies were with the revolted colonies; but the influence of his mother, to whom he had been accustomed to defer, had hitherto proved sufficient to prevent him from openly declaring himself. His visit to England, and the delightful reception he had met with there, had weakened somewhat the ties which bound him to his native country, and he found himself in a state of indecision as humiliating as it was painful. Lord Dunmore and Colonel Wilton had each made great efforts to enlist his support, on account of his wealth and position and high personal qualities. It was hinted by one that the ancient barony of the Talbots would be revived by the king; and the gratitude of a free and grateful country, with the consciousness of having materially aided in acquiring that independence which should be the birthright of every Englishman, was eloquently portrayed by the other. When to the last plea was added the personal preference of Katharine Wilton, the balance was overcome, and the hopes of the mother were doomed to disappointment.",-3.081337118,0.553259513
8d8a2667f,,,"This Pedrarias was seventy-two years old. He was of good birth and rich, and was the father of a large and interesting family, which he prudently left behind him in Spain. His wife, however, insisted on going with him to the New World. Whether or not this was a proof of wifely devotion—and if it was, it is the only thing in history to his credit—or of an unwillingness to trust Pedrarias out of her sight, which is more likely, is not known. At any rate, she went along.
Pedrarias, up to the time of his departure from Spain, had enjoyed two nick-names, El Galan and El Justador. He had been a bold and dashing cavalier in his youth, a famous tilter in tournaments in his middle age, and a hard-fighting soldier all his life. His patron was Bishop Fonseca. Whatever qualities he might possess for the important work about to be devolved upon him would be developed later.",-2.145248365,0.518351049
a0d4cd896,,,"The Emperor walked nervously up and down the long, low-ceiled apartment, the common room of the public inn at Nogent. Grouped around a long table in the center of the room several secretaries were busy with orders, reports and dispatches. At one end stood a group of officers of high rank in rich uniforms whose brilliance was shrouded by heavy cloaks falling from their shoulders and gathered about them, for the air was raw and chill, despite a great fire burning in a huge open fireplace. Their cloaks and hats were wet, their boots and trousers splashed with mud, and in general they were travel-stained and weary. They eyed the Emperor, passing and repassing, in gloomy silence mixed with awe. In their bearing no less than in their faces was expressed a certain unwonted fierce resentment, which flamed up and became more evident when the Emperor turned his back in his short, restless march to and fro, but which subsided as suddenly when he had them under observation. By the door was stationed a young officer in the uniform of the Fifth Regiment of the infantry of the line.",-1.400318025,0.494799321
0963b8cf9,,,"The clock in a nearby church struck the hour of two. The areaway was dark. No one was abroad. He plunged down the steps, opened the window and disappeared. No man could move more noiselessly than he. In the still night he knew how the slightest sounds are magnified. He had made none as he groped his way through the back of the house, arriving at last in a room which he judged to be the library. Then, after listening and hearing nothing, he ventured to turn the button of a side light in a far corner of the room.
He was in a large apartment, beautifully furnished. Books and pictures abounded, but these did not interest him, although if he had made further examination, he might have found things worthy of his attention even there. It so happened that the light bracket to which he had blundered, or had been led, was immediately over a large wall safe. Evidently it had been placed there for the purpose of illuminating the safe door. His eyes told him that instantly. This was greater fortune than he expected. A wall safe in a house like that must contain things of value.",-0.495298635,0.471694283
587502a70,,,"Aunt Abigail was gone, Eleanor was gone. The room was quite empty except for the bright sunshine pouring in through the small-paned windows. Elizabeth Ann stretched and yawned and looked about her. What funny wall-paper it was—so old-fashioned looking! The picture was of a blue river and a brown mill, with green willow-trees over it, and a man with sacks on his horse's back stood in front of the mill. This picture was repeated a great many times, all over the paper; and in the corner, where it hadn't come out even, they had had to cut it right down the middle of the horse. It was very curious-looking. She stared at it a long time, waiting for somebody to tell her when to get up. At home Aunt Frances always told her, and helped her get dressed. But here nobody came. She discovered that the heat came from a hole in the floor near the bed, which opened down into the room below. From it came a warm breath of baking bread and a muffled thump once in a while.",0.245805709,0.491792885
af79954c5,,,"So off went Lionel to be made a King. He had never expected to be a King any more than you have, so it was all quite new to him—so new that he had never even thought of it. And as the coach went through the town he had to bite his tongue to be quite sure it was real, because if his tongue was real it showed he wasn't dreaming. Half an hour before he had been building with bricks in the nursery; and now—the streets were all fluttering with flags; every window was crowded with people waving handkerchiefs and scattering flowers; there were scarlet soldiers everywhere along the pavements, and all the bells of all the churches were ringing like mad, and like a great song to the music of their ringing he heard thousands of people shouting, ""Long live Lionel! Long live our little King!""
He was a little sorry at first that he had not put on his best clothes, but he soon forgot to think about that.",-0.188185864,0.481518476
7656dea91,,,"Her name was Simpkins, and her cottage was just beyond the churchyard, on the other side from our house. On the different military occasions which I have remarked upon this widow woman stood at her garden gate and looked on. And after the cheering she rubbed her eyes with her apron. Alice noticed this slight but signifying action.
We feel quite sure Mrs Simpkins liked soldiers, and so we felt friendly to her. But when we tried to talk to her she would not. She told us to go along with us, do, and not bother her. And Oswald, with his usual delicacy and good breeding, made the others do as she said.
But we were not to be thus repulsed with impunity. We made complete but cautious inquiries, and found out that the reason she cried when she saw soldiers was that she had only one son, a boy. He was twenty-two, and he had gone to the War last April. So that she thought of him when she saw the soldiers, and that was why she cried.",-1.28603909,0.470564481
60ecc9777,,,"The children had explored the gardens and the outhouses thoroughly before they were caught and cleaned for tea, and they saw quite well that they were certain to be happy at the White House. They thought so from the first moment, but when they found the back of the house covered with jasmine, and in white flower, and smelling like a bottle of the most expensive scent that is ever given for a birthday present; and when they had seen the lawn, all green and smooth, and quite different from the brown grass in the gardens at Camden Town; and when they had found the stable with a loft over it and some old hay still left, they were almost certain; and when Robert had found the broken swing and tumbled out of it and got a lump on his head the size of an egg, and Cyril had nipped his finger in the door of a hutch that seemed made to keep rabbits in, if you ever had any, they had no longer any doubts whatever.",-0.617733261,0.496645177
057f69731,,,"It was a wet day, so none of the plans for seeing all the sights of London that can be seen for nothing could be carried out. Everyone had been thinking all the morning about the wonderful adventures of the day before, when Jane had held up the charm and it had turned into an arch, through which they had walked straight out of the present time and the Regent's Park into the land of Egypt eight thousand years ago. The memory of yesterday's happenings was still extremely fresh and frightening, so that everyone hoped that no one would suggest another excursion into the past, for it seemed to all that yesterday's adventures were quite enough to last for at least a week. Yet each felt a little anxious that the others should not think it was afraid, and presently Cyril, who really was not a coward, began to see that it would not be at all nice if he should have to think himself one. So he said—
‘I say—about that charm—Jane—come out. We ought to talk about it, anyhow.'",-1.126247781,0.47702836
5e7c0b55b,,,"Father had been away in the country for three or four days. All Peter's hopes for the curing of his afflicted Engine were now fixed on his Father, for Father was most wonderfully clever with his fingers. He could mend all sorts of things. He had often acted as veterinary surgeon to the wooden rocking-horse; once he had saved its life when all human aid was despaired of, and the poor creature was given up for lost, and even the carpenter said he didn't see his way to do anything. And it was Father who mended the doll's cradle when no one else could; and with a little glue and some bits of wood and a pen-knife made all the Noah's Ark beasts as strong on their pins as ever they were, if not stronger.
Peter, with heroic unselfishness, did not say anything about his Engine till after Father had had his dinner and his after-dinner cigar. The unselfishness was Mother's idea—but it was Peter who carried it out. And needed a good deal of patience, too.",-1.009999064,0.496148262
a9ebe5d33,,,"Then the man took off his hat and walked away, and Philip and his sister went home. She seemed different, somehow, and he was sent to bed a little earlier than usual, but he could not go to sleep for a long time, because he heard the front-door bell ring and afterwards a man's voice and Helen's going on and on in the little drawing-room under the room which was his bedroom. He went to sleep at last, and when he woke up in the morning it was raining, and the sky was grey and miserable. He lost his collar-stud, he tore one of his stockings as he pulled it on, he pinched his finger in the door, and he dropped his tooth-mug, with water in it too, and the mug was broken and the water went into his boots. There are mornings, you know, when things happen like that. This was one of them.",0.281178362,0.510595335
47e98a5c8,,,"At that moment the queen came out through the palace door, and the prince was so dazzled by her beauty, that only for the golden bracelet he wore upon his right arm, under the sleeve of his silken tunic, he might almost have forgotten the Princess Ailinn. This bracelet was made by the dwarfs who dwell in the heart of the Scandinavian Mountains, and was sent with other costly presents by the King of Scandinavia to the King of Erin, and he gave it to the princess, and it was the virtue of this bracelet, that whoever was wearing it could not forget the person who gave it to him, and it could never be loosened from the arm by any art or magic spell; but if the wearer, even for a single moment, liked anyone better than the person who gave it to him, that very moment the bracelet fell off from the arm and could never again be fastened on. And when the princess promised her hand in marriage to the Prince Cuglas, she closed the bracelet on his arm.",0.278203141,0.4840451
7285ba024,,,"Were you ever on the coast of Maine? If so, you know how the rocky shores stretch out now and then clear into the ocean, and fret the salt waves till they are all in a foam. Old Ocean is not to be so set at defiance and have his rightful territory wrung from him, without taking his revenge after his own fashion. Far up into the land he sends his arms, and crooks and bends and makes his way amid the rocks, and finally falls asleep in some quiet harbor, where the tall pines stand by the shore to sing him a lullaby.
In just such a spot as this the town we shall call Fairport was built. Axe in one hand and Bible in the other, stern settlers here found a home. Strong hard-featured sons, and fair rosy-cheeked daughters made glad the rude cabins that were soon scattered along the shore. The axe was plied in the woods, and the needle by the fireside, and yet grim Poverty was ever shaking her fist in the very faces of the settlers, and whispering sad things of what the uncertain future might have in store for them.",-1.566220068,0.485318409
66f0a9ff1,,,"If nature afflicts in one direction she frequently makes amends in another direction, and this dwarf, small as he was, was gifted with a most wonderful mind. His mechanical ingenuity bordered on the marvelous. When he went to school, he was a general favorite with teachers and pupils. The former loved him for his sweetness of disposition, and his remarkable proficiency in all studies, while the latter based their affection chiefly upon the fact that he never refused to assist any of them at their tasks, while with the pocket-knife which he carried he constructed toys which were their delight. Some of these were so curious and amusing that, had they been secured by letters patent, they would have brought a competency to him and his widowed mother.
But Johnny never thought of patenting them, although the principal support of himself and mother came from one or two patents, which his father had secured upon inventions, not near the equal of his.",-2.386484836,0.526078693
e4f3550b2,,,"One beautiful misummer night in 18— a large, heavily laden steamer was making her way swiftly up the Pacific coast, in the direction of San Francisco. She was opposite the California shore, only a day's sail distant from the City of the Golden Gate, and many of the passengers had already begun making preparations for landing, even though a whole night and the better part of a day was to intervene ere they could expect to set their feet upon solid land.
She was one of those magnificent steamers that ply regularly between Panama and California. She had rather more than her full cargo of freight and passengers; but, among the hundreds of the latter, we have to do with but three.
On this moonlight night, there were gathered by themselves these three personages, consisting of Tim O'Rooney, Elwood Brandon and Howard Lawrence. The first was a burly, good-natured Irishman, and the two latter were cousins, their ages differing by less than a month, and both being in their sixteenth year.",-1.483887001,0.476218591
e6181a3fb,,,"When Nick Ribsam set out to find his missing sister Nellie, he made the search as thorough as possible.
The first house at which he stopped was that of Mr. Marston, which, it will be remembered, was only a short distance away from his own home. There, to his disappointment, he learned that their little girl had not been at school that day, and consequently they could tell him nothing.
Without waiting longer than to give a few words of explanation he resumed his trot, and soon after turned into the lane leading to the home of Mr. Kilgore. He found that both Bobby and Sallie had been to school, but they had nothing to tell. When we are more than usually anxious to learn something, it seems that every one whom we meet is stupid beyond endurance. If we are in a strange place and apply for information, the ignorance of nearly every person is exasperating.",0.633138503,0.51578045
08104f366,,,"We three reached the old poplar the next evening between ten and eleven o'clock. Arthur had escaped inquiry by slipping out of his bedroom window after bidding his parents good-night; and, inasmuch as the lantern which I carried was not lit until we arrived at the tree, we were confident of escaping attention. Still I watched sharply, and was greatly relieved to discover no persons abroad at that hour beside ourselves.
Since the treasure was located but three feet below the surface, in sandy soil, I brought only one shovel, while the boys watched me, one holding the lantern, and both casting furtive glances around to guard against eavesdroppers. It would be useless to deny my excitement. My heart at times throbbed painfully, and more than once I was on the point of ceasing until I could regain mastery of myself.",-1.394485086,0.474054569
2df8a90eb,,,"But, somehow or other, Mr. Lathrop was different from the teachers that had preceded him. He never spoke angrily or shouted, and his first act on entering the schoolroom was to break up the long tough hickory ""gad"" lying on his desk and to fling it out of the window. The next thing he did, after calling the school to order, was to tell the gaping, open-eyed children the most entertaining story to which they had ever listened. The anecdote had its moral too, for woven in and out and through its charming meshes was the woof of a life of heroic suffering, of trial and reward.
At its conclusion, the teacher said to the pupils that if they were studious and transgressed no rules, he would be glad to tell them another story the next day, if they would remain a few minutes after the hour of dismissal. The treat was such a rare one that all the girls and most of the boys resolved to earn the right to enjoy it.",-0.146083426,0.503310325
fc36fd8ff,,,"It was quite early in the forenoon, Melville having made an early start from the border-town of Barwell, and he was well on his way to his home, which lay ten miles to the south. ""Dot,"" as his little sister was called by her friends, had been on a week's visit to her uncle's at the settlement, the agreement all round being that she should stay there for a fortnight at least; but her parents and her big brother rebelled at the end of the week. They missed the prattle and sunshine which only Dot could bring into their home, and Melville's heart was delighted when his father told him to mount Saladin and bring her home.
And when, on the seventh day of her visit, Dot found her handsome brother had come after her, and was to take her home the following morning, she leaped into his arms with a cry of happiness; for though her relatives had never suspected it, she was dreadfully home-sick and anxious to get back to her own people.",-1.314628766,0.449363562
060e33d14,,,"Before Fred could complete the sentence his foot struck an obstruction and he was precipitated headlong over and down a chasm which had escaped his notice. He fell with such violence that he was knocked senseless.
When he recovered he was in darkness, his torch having been extinguished. The smell of the burning resin recalled him to himself, and it required but a moment for him to remember the accident which had befallen him. For a time he scarcely dared to stir, fearing that he might pitch headlong over some precipice. He felt of his face and hands, but could detect nothing like blood. The boy had received quite a number of severe bruises, however, and when he ventured to stir there were sharp, stinging pains in his shoulders, neck and legs.
""Thank God I am alive!"" was his fervent ejaculation, after he had taken his inventory. ""But I don't know where I am or how I can get back again. I wonder what has become of the torch.""",-1.413743883,0.492639527
aa6f9e224,,,"We must have been squatting for an hour and a half, and the sun was down close to the top of the draw, behind us, when Fitzpatrick nudged me with his foot, and nodded. He made the sign of birds flying up and pointed down the trail, below, us; so that I knew somebody was coming, around a turn there. We scarcely breathed. We just sat and watched, like two mountain lions waiting.
Pretty soon they came riding along—four of them on horseback; we knew the horses. The fellows were Bill Duane, Mike Delavan, Tony Matthews, and Bert Hawley. They were laughing and talking because the trail we made was plain and they thought that we all were pushing right on, and if they could read sign they would know that the tracks were not extra fresh.
We let them get out of sight; then we went straight down upon the trail, and followed, alongside, so as not to step on top of their tracks and show that we had come after.",-0.479830828,0.495426627
4d5b83eba,,,"Now in that same country there lived a large handsome tiger, with sharp, sharp teeth and bright, cruel eyes. One day the tiger said to himself, ""I am tired of having no home of my own,—of just living around anywhere! I shall build me a house."" Accordingly the tiger searched for a place to build his house. He searched on every hill, in every valley, by every stream, and under all the trees. At last he found a place which was just right. It was not too high nor too low, not too near a stream and not too far away from one, not under too thick trees and yet not away from the trees out in the hot sun. The tiger said to himself, ""I am going to build my house here. The place is all ready for me for there isn't very much underbrush here."" He began at once and finished clearing the place. Then it became daylight and he went away.",0.404633391,0.482963505
918a52c5a,,,"The children wondered that nothing worse than hard words fell to their share, and were somewhat relieved that the next question referred to Bob, and not to their doings.
""You say he ain't come home?"" said Coomber.
""I ain't seen him since he went with you to Fellness. Ain't you just come from there?"" said his wife, timidly.
""Of course I have, but Bob ought to have been back an hour or so ago, for I had something to do in the village. Come to the boat, and I'll tell you all about it,"" he added, in a less severe tone; for the thought of the child he had rescued softened him a little, and he led the way out of the washing-shed.
The storm had abated now, and the boat no longer rocked and swayed, so that the children waded back through the mud without fear, while their father talked of the little girl he had left with Dame Peters at Fellness.",-0.952123031,0.452621482
83e4f4031,,,"Katie Haydon is going to London, ma'am. Did she tell you on Sunday?"" The speaker was Esther Odell, who could think of nothing else but her schoolfellow's good fortune, and, meeting her teacher later in the week, hastened to impart the important news to her.
Miss Eldon looked surprised and a little disappointed, for she had heard of an excellent opening for Kate, in the nursery of a lady not far off, who needed a bright, clever girl, able to assist the nurse sometimes with the one child, and also learn to wait upon the young ladies who were growing up. Such a nice place as this was not often to be met with, and Miss Eldon had waited at home all day on Monday, expecting Mrs. Haydon to call about it. She was on her way there now, thinking she must be ill, or something had happened; she could hardly think Kate had forgotten her message, for she was so anxious to obtain a situation only a short time before.
But Esther Odell's news made her think it was very possible Kate had forgotten all about it. ""Did Kate tell you about this on Sunday,"" she said.",-1.053897658,0.470510397
c8ff70806,,,"When Josie arrived at her destination she went to the one small hotel the village boasted and, engaging the only room in the house with a private bath, she made herself comfortable for the time being. She needed sleep before she could engage in the adventure she was planning. A hotel or boarding house is a good place in which to pick up information and Josie wanted to pick up a little information before she proceeded.
The proprietor of the hotel was a sieve for gossip and in less than twelve hours Josie had not only had a good night's rest but she had learned several things she considered of importance. The host was a man of generous proportions and a loud emphatic utterance, with which he gave voice to a perpetual grievance he had concerning the high cost of food and the low price of board.",0.022597727,0.510076717
bdd8488dd,,,"He sang of long summer days and the music of waters beating upon the shore. He sang of the moonlight and the starlight. All the wonders of the night, all the beauty of the morning, were in his song.
""Dear southwind,"" said the Great Spirit ""here are some beautiful things for you to bear away with, you to your summer home. You will love them, and all the little children will love them."" At these words of the Great Spirit, all the stones before him stirred with life and lifted themselves on many-colored wings. They fluttered away in the sunshine, and the southwind sang to them as they went.
So it was that the first butterflies came from a beautiful thought of the Great Spirit, and in their wings were all the colors of the shining stones that he did not wish to hide away.",-0.473701994,0.481322996
4b7a4b258,,,"This is the story of how the swallow's tail came to be forked.
One day the Great Spirit asked all the animals that he had made to come to his lodge. Those that could fly came first: the robin, the bluebird, the owl, the butterfly, the wasp, and the firefly. Behind them came the chicken, fluttering its wings and trying hard to keep up. Then came the deer, the squirrel, the serpent, the cat, and the rabbit. Last of all came the bear, the beaver, and the hedgehog. Every one traveled as swiftly as he could, for each wished to hear the words of the Great Spirit.
""I have called you together,"" said the Great Spirit, ""because I often hear you scold and fret. What do you wish me to do for you? How can I help you?""
""I do not like to hunt so long for my food,"" said the bear.",0.610318885,0.530621694
0cc4c4124,,,"The wren is very small, but she cried even more eagerly than the others, ""Let us choose the bird that flies highest,"" for she said to herself, ""They think the owl is wise, but I am wiser than he, and I know which bird can fly highest.""
Then the birds tried their wings. They flew high, high up above the earth, but one by one they had to come back to their homes. It was soon seen which could fly highest, for when all the others had come back, there was the eagle rising higher and higher.
""The eagle is our king,"" cried the birds on the earth, and the eagle gave a loud cry of happiness. But look! A little bird had been hidden in the feathers on the eagle's back, and when the eagle had gone as high as he could, the wren flew up from his back still higher.
""Now which bird is king?"" cried the wren. ""The one that flew highest should be king, and I flew highest.""
The eagle was angry, but not a word did he say, and the two birds came down to the earth together.",-0.041920098,0.443630513
b8445380e,,,"Winter was coming, and the birds had flown far to the south, where the air was warm and they could find berries to eat. One little bird had broken its wing and could not fly with the others. It was alone in the cold world of frost and snow. The forest looked warm, and it made its way to the trees as well as it could, to ask for help.
First it came to a birch-tree. ""Beautiful birch-tree,"" it said, ""my wing is broken, and my friends have flown away. May I live among your branches till they come back to me?""
""No, indeed,"" answered the birch-tree, drawing her fair green leaves away. ""We of the great forest have our own birds to help. I can do nothing for you.""
""The birch is not very strong,"" said the little bird to itself, ""and it might be that she could not hold me easily. I will ask the oak."" So the bird said, ""Great oak-tree, you are so strong, will you not let me live on your boughs till my friends come back in the springtime?""",0.857926832,0.528575904
8cc328cc3,,,"The reeds did whisper the angry words of the aspen to the queen bee, and she said, ""I was going to guide my swarm to the aspen, but now I will drive the tree out of the forest. Come, my bees, come.""
Then the bees flew by hundreds upon the aspen. They stung every leaf and every twig through and through. The tree was driven from the forest, over the prairie, over the river, over the fields; and still the angry bees flew after it and stung it again and again. When they had come to the rocky places, they left it and flew back to the land of flowers. The aspen never came back. Its bright green leaves had grown white through fear, and from that day to this they have trembled as they did when the bees were stinging them and driving the tree from the forest.",-1.292569679,0.464429805
ee2908eeb,,,"Tired as they were, they did not have time to go to sleep before they heard a bear calling ""Ugh! Ugh!"" in the woods. They sprang up and ran out of the woods, and just before they came to the bottom of the hill, they saw right in front of them a beautiful little lake. They were not frightened any more, for there in the water was something radiant and shining. ""It is our own star,"" said they, ""and it has come down to us."" They never thought of looking up into the sky over their heads. It was enough for them that the star was in the water and so near them. But was it calling them? They thought so. ""Come,"" cried the brother, ""take my hand, and we will go to the star."" Then the spirit of the skies lifted them up gently and carried them away on a beautiful cloud.",-0.134892994,0.48422207
4835579c1,,,"There once was a little grain of wheat which was very proud indeed. The first thing it remembered was being very much crowded and jostled by a great many other grains of wheat, all living in the same sack in the granary. It was quite dark in the sack, and no one could move about, and so there was nothing to be done but to sit still and talk and think. The proud little grain of wheat talked a great deal, but did not think quite so much, while its next neighbour thought a great deal and only talked when it was asked questions it could answer. It used to say that when it thought a great deal it could remember things which it seemed to have heard a long time ago.
""What is the use of our staying here so long doing nothing, and never being seen by anybody?"" the proud little grain once asked.",-0.130374529,0.462687032
860580bf0,,,"Jem hid her face on her arms and cried as if her heart would break. She cried until her eyes were heavy, and she thought she would be obliged to go to sleep. But just as she was thinking of going to sleep, something fell down the chimney and made her look up. It was a piece of mortar, and it brought a good deal of soot with it. She bent forward and looked up to see where it had come from. The chimney was so very wide that this was easy enough. She could see where the mortar had fallen from the side and left a white patch.
""How white it looks against the black!"" said Jem; ""it is like a white brick among the black ones. What a queer place a chimney is! I can see a bit of the blue sky, I think.""",0.394615951,0.509473387
e355dc94d,,,"He forgot nothing. He lived looking out on all things from great, clear, joyous eyes. Upon his mountain crag he never heard a paltry or unbeautiful word or knew of the existence of unfriendliness or baseness in thought. As soon as he was old enough to go out alone he roamed about the great mountain and feared neither storm nor wild beasts. Shaggy-maned lions and their mates drew near and fawned on him as their kind had fawned on young Adam in the Garden of Eden. There had never passed through his mind the thought that they were not his friends.
He did not know that there were men who killed their wild brothers. In the huge courtyard of the castle he learned to ride and to perform great feats of strength. Because he had not learned to be afraid he never feared that he could not do a thing. He grew so strong and beautiful that when he was ten years old he was as tall as a youth of sixteen, and when he was sixteen he was already like a young giant.",-1.059970759,0.514747948
